학수번호,건물,강의실,시간,교과목,종류
JA06047006,14,507,"화(8B-9),수(8B-9)",경제학원론,경영학부
JA06051001,14,202,목(1-2A)(2B-3),재무회계(1),경영학부
JA06051002,14,202,목(4-5A)(5B-6),재무회계(1),경영학부
JA06051003,29,103,월(2B-3)(4-5A),재무회계(1),경영학부
JA06051004,14,203,월(7-8A)(8B-9),재무회계(1),경영학부
JA06051005,14,202,목(7-8A)(8B-9),재무회계(1),경영학부
JA06051006,29,103,월(7-8A)(8B-9),재무회계(1),경영학부
JA06005001,29,103,수(4-5A)(5B-6),국제경영학,경영학부
JA06005002,29,413,수(7-8A)(8B-9),국제경영학,경영학부
JA06005003,14,507,금(2B-3)화(5B-6),국제경영학,경영학부
JA06005004,14,507,"수(7-8A),금(4-5A)",국제경영학,경영학부
JA06005005,14,202,화(5B-6)(7-8A),국제경영학,경영학부
JA06009001,29,103,수(1-2A)(2B-3),조직행위론,경영학부
JA06009002,29,413,수(4-5A)(5B-6),조직행위론,경영학부
JA06009003,14,203,화(5B-6)월(2B-3),조직행위론,경영학부
JA06009004,14,507,"월(4-5A),화(7-8A)",조직행위론,경영학부
JA06014001,14,103,"목(7-8A),금(7-8A)",재무관리,경영학부
JA06014002,14,103,"목(8B-9),금(8B-9)",재무관리,경영학부
JA06014003,14,203,목(5B-6)화(5B-6),재무관리,경영학부
JA06014004,14,507,"화(4-5A),목(4-5A)",재무관리,경영학부
JA06014005,14,203,"수(5B-6),목(2B-3)",재무관리,경영학부
0010931001,14,103,화(4-5A)월(8B-9),디지털비지니스,경영학부
JA06010001,14,203,"월(2B-3),수(2B-3)",소비자행동분석,경영학부
JA06010002,14,202,수(5B-6)월(5B-6),소비자행동분석,경영학부
JA06010003,14,203,"화(7-8A),수(7-8A)",소비자행동분석,경영학부
JA06010004,14,203,"화(8B-9),목(8B-9)",소비자행동분석,경영학부
JA06011001,29,413,금(2B-3)(4-5A),세무회계,경영학부
JA06011002,29,413,금(5B-6)(7-8A),세무회계,경영학부
0003440001,14,103,"화(5B-6),수(2B-3)",금융기관론,경영학부
0005848001,14,103,"월(2B-3),화(8B-9)",임금관리,경영학부
0010933001,14,507,"월(5B-6),수(5B-6)",지능형자율시스템,경영학부
JA06022001,14,103,목(4-5A)수(2B-3),마케팅조사론,경영학부
JA06022002,14,507,금(5B-6)(7-8A),마케팅조사론,경영학부
JA06022003,29,103,목(1-2A)(2B-3),마케팅조사론,경영학부
JA06024001,14,103,월(7-8A)(8B-9),관리회계,경영학부
JA06025001,14,103,수(7-8A)목(7-8A),국제마케팅,경영학부
JA06025002,14,103,수(8B-9)목(8B-9),국제마케팅,경영학부
JA06027001,14,103,금(2B-3)(4-5A),서비스운영관리,경영학부
JA06027002,29,103,화(5B-6)(7-8A),서비스운영관리,경영학부
0003448001,14,202,"월(2B-3),수(2B-3)",관광경영,경영학부
0003448002,14,103,"월(5B-6),수(5B-6)",관광경영,경영학부
0010934001,14,507,"월(2B-3),목(2B-3)",경영과학세미나,경영학부
0010934002,14,202,월(4-5A)(5B-6),경영과학세미나,경영학부
0010934003,29,413,월(7-8A)(8B-9),경영과학세미나,경영학부
0010936001,,,,비영리조직경영,경영학부
0010937001,14,103,"목(5B-6),금(5B-6)",실용금융세미나,경영학부
0010938001,14,202,화(8B-9)월(7-8A),인공지능과블록체인,경영학부
FE06063001,29,413,화(7-8A)(8B-9),고급회계,경영학부
JA06036001,14,203,"수(8B-9),목(7-8A)",마케팅세미나,경영학부
JA06036002,29,103,목(4-5A)(5B-6),마케팅세미나,경영학부
0011465001,29,403,"수(7-8A),목(5B-6)",데이터과학을위한계량경영학,데이터과학과
0011466001,14,103,월(4-5A)목(4-5A),데이터과학을위한기초수학,데이터과학과
0009062018,29,207,"화(4-5A),금(1-2A)",RISE,세무회계학과
0009062019,29,207,"화(1-2A),금(4-5A)",RISE,세무회계학과
0009062020,29,207,"목(1-2A),금(2B-3)",RISE,세무회계학과
0001542001,29,208,"수(8B-9),목(1-2A)",경영통계학,세무회계학과
JA06047001,ZZ,200,"수(1-2A),목(2B-3)",경제학원론,세무회계학과
0006759001,29,207,목(4-5A)(5B-6),회계원리(2),세무회계학과
0006759002,29,208,목(7-8A)(8B-9),회계원리(2),세무회계학과
0001540001,29,208,수(4-5A)(5B-6),법인세법(1),세무회계학과
0001547001,29,208,"화(7-8A),수(7-8A)",관리회계,세무회계학과
0001547002,29,207,수(8B-9)화(8B-9),관리회계,세무회계학과
0006758001,29,208,"월(5B-6),목(5B-6)",중급회계(2),세무회계학과
0006758002,29,207,목(7-8A)월(7-8A),중급회계(2),세무회계학과
0001548001,29,208,"화(4-5A),수(2B-3)",재무관리,세무회계학과
0001549001,29,208,"월(2B-3),목(2B-3)",소비세제법,세무회계학과
0001549002,29,208,"월(4-5A),목(4-5A)",소비세제법,세무회계학과
0001554001,29,207,"화(5B-6),수(5B-6)",회계감사,세무회계학과
0001561001,29,207,수(1-2A)(2B-3),고급관리회계,세무회계학과
0001565001,29,207,월(7-8A)(8B-9),재산세제법,세무회계학과
0003455001,29,207,월(1-2A)(2B-3),재무제표분석,세무회계학과
0001570001,29,207,"화(2B-3),수(4-5A)",관리회계연습,세무회계학과
0001575001,29,207,화(7-8A)(8B-9),재무회계세미나,세무회계학과
0001581001,29,207,월(4-5A)(5B-6),세무전략및관리,세무회계학과
0005945001,16,301,목(5)(6)(7),현대 예술의 이해(20세기 이후),조형예술학부
0010946001,16,111,화(1)(2)(3),기초인체드로잉,조형예술학부
0010946002,16,111,목(1)(2)(3),기초인체드로잉,조형예술학부
0010947001,16,217,월(1)(2)(3),디지털드로잉,조형예술학부
0010947002,16,217,월(4)(5)(6),디지털드로잉,조형예술학부
0010948001,16,301,수(2)(3)(4),한국근현대미술사,조형예술학부
0011480001,16,111,월(7)(8)(9),입체와공간2,조형예술학부
0005935001,16,310,화(7)(8)(9),한지조형,조형예술학부
0009791001,16,217,목(1)(2)(3),디지털편집실무2,조형예술학부
0010949001,16,313,수(1)(2)(3),예술가와글쓰기,조형예술학부
0002199001,16,310,월(5)(6)(7),판화(2),조형예술학부
0010950001,16,217,금(1)(2)(3),3D모델링2,조형예술학부
0010951001,16,205,월(2)(3)(4),스토리아트,조형예술학부
HA06012001,16,313,수(7)(8)(9),동양미술사,조형예술학부
0007321001,16,315,수(5)(6)(7),캡스톤디자인 융합실습,조형예술학부
0010952001,16,301,목(1)(2)(3),미술시장이해,조형예술학부
0005944001,16,202,화(1)(2)(3),표현과 매체(2),한국화전공
0010485001,16,202,월(5)(6)(7),수묵드로잉2,한국화전공
HAA6026001,16,202,수(5)(6)(7),채색기법(2),한국화전공
0010958001,16,217,화(4)(5)(6),무빙이미지2,한국화전공
0005916001,16,205,목(1)(2)(3),현대수묵(2),한국화전공
HAA6030001,16,205,화(1)(2)(3),채색화실기(2),한국화전공
0005920001,16,205,수(1)(2)(3),복합표현연구(2),한국화전공
0009793001,16,205,월(8)(9)(야1),현장드로잉2,한국화전공
0010959001,16,201,월(1)(2)(3),스튜디오6,한국화전공
0010960001,16,201,월(5)(6)(7),스튜디오5,한국화전공
0010961001,16,201,목(5)(6)(7),스튜디오7,한국화전공
0010962001,16,201,수(1)(2)(3),스튜디오8,한국화전공
0008764001,16,106,목(7)(8)(9),회화2,서양화전공
0010974001,16,106,월(5)(6)(7),현대미술세미나2포스트모더니즘,서양화전공
0008763001,16,106,금(1)(2)(3),드로잉2,서양화전공
0010975001,16,217,목(4)(5)(6),영상미술2,서양화전공
0010978001,16,107,수(1)(2)(3),동시대회화연구2,서양화전공
0010977001,16,107,화(1)(2)(3),복합매체표현,서양화전공
0010979001,16,217,화(7)(8)(9),뉴미디어아트2,서양화전공
0010980001,16,107,금(5)(6)(7),드로잉과설치미술2,서양화전공
0010981001,16,107,목(5)(6)(7),실험회화,서양화전공
0010982001,16,108,금(6)(7)(8),스튜디오05,서양화전공
0010983001,16,108,목(5)(6)(7),스튜디오06,서양화전공
0010984001,16,108,월(5)(6)(7),스튜디오07,서양화전공
0010985001,16,108,월(1)(2)(3),스튜디오08,서양화전공
0007801012,28,203,화(2),자기설계세미나II,디자인학부
0007801013,28,204,화(2),자기설계세미나II,디자인학부
0007801014,16,109,화(2),자기설계세미나II,디자인학부
0007801015,16,313,화(2),자기설계세미나II,디자인학부
0002047001,16,215,수(6)(7)(8),디지털그래픽,디자인학부
0002047002,16,215,수(2)(3)(4),디지털그래픽,디자인학부
0006007001,28,203,월(6)(7)(8),타이포그래피,디자인학부
0006007002,28,203,목(2)(3)(4),타이포그래피,디자인학부
0010589001,28,204,화(3)(4)(5),제품디자인방법론,디자인학부
0010589002,28,204,월(6)(7)(8),제품디자인방법론,디자인학부
0011604001,28,204,수(2)(3)(4),3D영상과안전디자인,디자인학부
0011604002,28,204,수(6)(7)(8),3D영상과안전디자인,디자인학부
0011605001,16,109,목(2)(3)(4),디자인리서치,디자인학부
0011605002,16,109,화(3)(4)(5),디자인리서치,디자인학부
0002320001,16,213,화(4)(5)(6),캐릭터디자인,디자인학부
0002320002,16,213,화(7)(8)(9),캐릭터디자인,디자인학부
0002535001,28,403,금(2)(3)(4),디지털영상제작,디자인학부
0002535002,28,403,금(6)(7)(8),디지털영상제작,디자인학부
0009500001,28,403,월(6)(7)(8),모션일러스트레이션,디자인학부
0009500002,28,403,월(3)(4)(5),모션일러스트레이션,디자인학부
0010590001,28,204,월(2)(3)(4),증거기반제품디자인,디자인학부
0010993001,16,212,수(2)(3)(4),사용자경험디자인,디자인학부
0010993002,16,212,수(5)(6)(7),사용자경험디자인,디자인학부
0010994001,28,206,목(2)(3)(4),디지털엔터테인먼트콘텐츠,디자인학부
0010994002,28,206,월(6)(7)(8),디지털엔터테인먼트콘텐츠,디자인학부
0010995001,28,203,목(6)(7)(8),멀티미디어프로그래밍,디자인학부
0010995002,28,203,화(4)(5)(6),멀티미디어프로그래밍,디자인학부
0011606001,28,203,수(5)(6)(7),디자인구축프로그래밍,디자인학부
0011606002,28,204,목(2)(3)(4),디자인구축프로그래밍,디자인학부
0011607001,28,402,목(6)(7)(8),웨어러블헬스케어디자인,디자인학부
0004240001,16,213,월(2)(3)(4),패키지디자인,디자인학부
0004240002,16,213,월(6)(7)(8),패키지디자인,디자인학부
0006644001,16,213,목(2)(3)(4),UI UX디자인,디자인학부
0006644002,16,213,목(6)(7)(8),UI UX디자인,디자인학부
0006730001,16,213,수(2)(3)(4),아이덴티티디자인,디자인학부
0006730002,16,213,수(6)(7)(8),아이덴티티디자인,디자인학부
0007332001,28,403,화(4)(5)(6),캡스톤디자인 CAPSTONE DESIGN,디자인학부
0007332002,28,402,수(2)(3)(4),캡스톤디자인 CAPSTONE DESIGN,디자인학부
0009501001,16,313,화(7)(8)(9),디자인마케팅,디자인학부
0009501002,16,313,화(4)(5)(6),디자인마케팅,디자인학부
0011000001,28,402,화(7)(8)(9),사물인터랙션디자인,디자인학부
0011001001,16,215,목(5)(6)(7),크리에이티브디자인,디자인학부
0011608001,28,403,수(5)(6)(7),내러티브안전영상,디자인학부
0011609001,28,402,월(6)(7)(8),스마트헬스케어솔루션디자인,디자인학부
0006015001,16,214,목(2)(3)(4),융합시각디자인,디자인학부
0006016001,28,403,목(6)(7)(8),융합영상디자인,디자인학부
0006016002,16,214,목(6)(7)(8),융합영상디자인,디자인학부
0006019001,19,210,월(2)(3)(4),융합제품디자인,디자인학부
0010476001,28,206,화(3)(4)(5),융합미디어디자인,디자인학부
0010477001,28,203,수(2)(3)(4),융합브랜드디자인,디자인학부
0010478001,19,210,수(6)(7)(8),융합산업디자인,디자인학부
0004866001,23,103,"화(8)(9)(야1),목(8)(9)(야1)",전공심화(한국무용),공연예술학과
0009062050,,,,RISE,공연예술학과
0009062051,,,,RISE,공연예술학과
0011020001,16,319,수(1)(2)(3),연극사,공연예술학과
0011482001,23,103,월(야2)(야3)(야4),움직임기초2,공연예술학과
0011482002,23,103,월(8)(9)(야1),움직임기초2,공연예술학과
0003488001,23,104,목(8)(9)(야1),무대기술2,공연예술학과
0006680001,16,319,월(1)(2)(3),무대분장,공연예술학과
0006680002,16,319,월(4)(5)(6),무대분장,공연예술학과
0011016001,19,201,"월(7)(8)(9)(야1),목(4)(5)(6)(7)",연기입문2,공연예술학과
0011016002,19,201,"수(4)(5)(6)(7),금(1)(2)(3)(4)",연기입문2,공연예술학과
0011019001,23,103,목(1)(2)(3),소리와리듬2,공연예술학과
0011021001,23,B12,화(1)(2)(3),화술2,공연예술학과
0011021002,23,B12,화(4)(5)(6),화술2,공연예술학과
0005969001,16,319,화(8)(9)(야1),무대미술1,공연예술학과
0011018001,23,B12,"월(4)(5)(6)(7),수(4)(5)(6)(7)",연극제작1,공연예술학과
0011018002,23,B11,"월(4)(5)(6)(7),수(4)(5)(6)(7)",연극제작1,공연예술학과
0003482001,23,103,월(1)(2)(3),연출기법1,공연예술학과
0003482002,23,103,수(1)(2)(3),연출기법1,공연예술학과
0004945001,23,103,화(5)(6)(7),한국무용중급2,공연예술학과
0009503001,16,319,화(2)(3)(4),무대의상,공연예술학과
0009505001,19,201,금(5)(6)(7),역할창조실습,공연예술학과
0009505002,19,201,금(8)(9)(야1),역할창조실습,공연예술학과
0011022001,23,B12,목(2)(3)(4)(5),뮤지컬보컬2,공연예술학과
0011022002,23,B12,목(6)(7)(8)(9),뮤지컬보컬2,공연예술학과
0011023001,23,103,금(1)(2)(3),무대동작2,공연예술학과
0011017001,23,B12,"월(6)(7)(8)(9),수(4)(5)(6)(7)",연극제작3,공연예술학과
0011017002,23,104,"월(6)(7)(8)(9),수(4)(5)(6)(7)",연극제작3,공연예술학과
0011024001,16,319,목(7)(8)(9),프로덕션연구1,공연예술학과
0002334001,23,103,목(4)(5)(6),한국창작무용 2,공연예술학과
0003490001,23,103,금(7)(8)(9),안무실기2,공연예술학과
0004925001,16,301,월(1)(2)(3),희곡작법1,공연예술학과
0011025001,23,103,수(8)(9)(야1),뮤지컬댄스2,공연예술학과
0011026001,23,B12,금(1)(2)(3),카메라연기2,공연예술학과
0011026002,23,B12,금(4)(5)(6),카메라연기2,공연예술학과
0003497001,19,201,화(5)(6)(7)(8),영상제작2,공연예술학과
0007354001,19,201,"화(2)(3)(4),목(8)(9)(야1)",캡스톤디자인 공연창작 워크숍,공연예술학과
0009062044,,,,RISE,스포츠과학부
0009062045,,,,RISE,스포츠과학부
0009062046,,,,RISE,스포츠과학부
0007801016,16,312,수(6),자기설계세미나II,스포츠과학부
0007801017,16,312,월(7),자기설계세미나II,스포츠과학부
0007801018,16,311,수(9),자기설계세미나II,스포츠과학부
0007801019,16,312,수(9),자기설계세미나II,스포츠과학부
0007801020,16,320,수(9),자기설계세미나II,스포츠과학부
0009813001,20,110,"화(6)(7),목(6)(7)",수영심화,스포츠과학부
0009813002,20,110,"화(8)(9),목(8)(9)",수영심화,스포츠과학부
0009813003,20,110,"화(6)(7),목(6)(7)",수영심화,스포츠과학부
HB06005001,16,320,금(5)(6),인체해부학,스포츠과학부
HB06005002,16,311,금(2)(3),인체해부학,스포츠과학부
HFA6102001,16,320,"수(4-5A),목(2B-3)",스포츠심리학,스포츠과학부
HFA6102002,16,320,"수(5B-6),목(1-2A)",스포츠심리학,스포츠과학부
0002095001,20,201,금(6)(7),스쿼시,스포츠과학부
0011050001,16,320,금(0)(1),스포츠심리측정실습,스포츠과학부
0011052001,20,105,금(4)(5),전통스포츠,스포츠과학부
HD06031001,21,101,화(4)(5),배구,스포츠과학부
HD06031002,21,101,화(6)(7),배구,스포츠과학부
HFA6092001,21,101,월(6)(7),육상(필드),스포츠과학부
HFA6092002,21,101,월(8)(9),육상(필드),스포츠과학부
HFA6094001,16,311,화(2)(3),스포츠사,스포츠과학부
HFA6117001,21,101,금(1)(2),핸드볼,스포츠과학부
0011053001,20,208,"화(6)(7),목(8)(9)",웨이트트레이닝심화,스포츠과학부
0011053002,21,206,"화(8)(9),목(6)(7)",웨이트트레이닝심화,스포츠과학부
0011053003,20,208,"화(8)(9),목(6)(7)",웨이트트레이닝심화,스포츠과학부
HBA6019001,16,302,금(5B-6)수(7-8A),운동역학,스포츠과학부
HBA6019002,16,320,"목(5B-6),금(7-8A)",운동역학,스포츠과학부
HFA6109001,16,320,월(8)(9)(야1),스포츠교육학,스포츠과학부
0005899001,16,312,금(2)(3),운동역학실습,스포츠과학부
0011049001,20,105,목(2)(3),Recreation,스포츠과학부
0011055001,21,101,화(8)(9),New Sports,스포츠과학부
0011055002,20,105,금(6)(7),New Sports,스포츠과학부
0011057001,16,312,화(1)(2),스포츠PR,스포츠과학부
0011485001,20,106,수(4)(5),기구운동실습,스포츠과학부
HD06166001,ZZ,199,토(2)(3),빙상경기,스포츠과학부
HFC6014001,16,312,목(야1)(야2),스키,스포츠과학부
HFC6014002,16,311,목(야1)(야2),스키,스포츠과학부
HFC6014003,16,320,목(야1)(야2),스키,스포츠과학부
0008782001,16,320,"월(4-5A),화(4-5A)",운동학습및제어,스포츠과학부
0008782002,16,311,월(1-2A)화(7-8A),운동학습및제어,스포츠과학부
0005898001,16,311,수(6)(7),스포츠와미디어,스포츠과학부
0011059001,16,312,수(3)(4),노인체육및지도,스포츠과학부
0011061001,16,312,"수(1-2A),목(7-8A)",스포츠심리상담,스포츠과학부
0011063001,16,311,화(4)(5),스포츠퍼포먼스분석,스포츠과학부
0011064001,16,311,월(5)(6),운동과스포츠영양학,스포츠과학부
0011065001,16,312,금(4)(5),운동생화학실습,스포츠과학부
0011066001,16,311,월(3)(4),운동제어실습,스포츠과학부
0011068001,ZB,101,화(6)(7),테니스심화,스포츠과학부
0011068002,ZB,101,화(8)(9),테니스심화,스포츠과학부
0011072001,21,101,월(2)(3),배드민턴심화,스포츠과학부
0011072002,21,101,월(4)(5),배드민턴심화,스포츠과학부
0011486001,16,311,수(3)(4)목(3)(4),기능재활운동1,스포츠과학부
0002777001,16,311,목(3)(4),스포츠시설.프로그램관리론,스포츠과학부
0011070001,20,105,화(4),건강관리프로그램개발,스포츠과학부
0011071001,20,211,수(3)(4),골프심화,스포츠과학부
0011073001,4,105,화(8B-9)월(5B-6),스포츠과학기초통계,스포츠과학부
0011074001,16,311,목(5)(6),스포츠과학논문작성,스포츠과학부
0011075001,20,205,목(1)(2),스포츠신경과학,스포츠과학부
0011076001,20,106,화(야1)(야2)토(1)(2)(3)(4),스포츠실무적용캡스톤디자인,스포츠과학부
0011077001,21,206,금(1)(2)(3)(4),스포츠지도실습,스포츠과학부
0011078001,16,311,수(1)(2),스포츠창업론,스포츠과학부
0011080001,20,106,금(5)(6),현장적용기능운동,스포츠과학부
0011081001,16,312,월(1)(2),현장적용운동생리학,스포츠과학부
0009811001,20,208,"월(6)(7),수(6)(7),금(6)(7)",전공실기실습(PT),운동건강학부
0009811002,20,208,"월(8)(9),수(8)(9),금(8)(9)",전공실기실습(PT),운동건강학부
0009812001,16,302,"월(6)(7),수(6)(7)금(6)(7)",전공실기실습(AT),운동건강학부
0009812002,16,302,"월(8)(9),수(8)(9)금(8)(9)",전공실기실습(AT),운동건강학부
0010479001,20,205,"월(6)(7),수(6)(7),금(6)(7)",전공실기실습ERD,운동건강학부
0010479002,20,205,"월(8)(9),수(8)(9),금(8)(9)",전공실기실습ERD,운동건강학부
0001355001,16,302,금(야1)(야2),동계훈련,운동건강학부
0001355002,16,320,금(야1)(야2),동계훈련,운동건강학부
0001355003,16,311,금(야1)(야2),동계훈련,운동건강학부
0007801027,16,320,화(9),자기설계세미나II,운동건강학부
0007801028,16,302,화(8),자기설계세미나II,운동건강학부
0007801029,16,302,화(9),자기설계세미나II,운동건강학부
0007801030,16,402,화(8),자기설계세미나II,운동건강학부
0002897001,16,302,"수(1-2A),목(5B-6)",장애인체육론,운동건강학부
0002897002,16,302,"수(2B-3),목(7-8A)",장애인체육론,운동건강학부
0009806001,20,205,금(3)(4),에어로빅스운동,운동건강학부
0009806002,20,205,금(1)(2),에어로빅스운동,운동건강학부
0009813004,20,110,화(1)(2),수영심화,운동건강학부
0009813005,20,110,화(3)(4),수영심화,운동건강학부
0009814001,16,320,"월(2B-3),화(5B-6)",기능해부학,운동건강학부
0009994001,16,302,금(1),실기적성탐색,운동건강학부
0009994002,16,320,금(3),실기적성탐색,운동건강학부
0011091001,16,312,목(1)(2),운동기능평가,운동건강학부
0002901001,16,302,"화(2B-3),금(4-5A)",운동처방론,운동건강학부
0002901002,16,302,"화(4-5A),금(2B-3)",운동처방론,운동건강학부
0009988001,16,302,"월(1-2A),화(1-2A)",운동손상학원론,운동건강학부
0001352001,21,101,목(1)(2),배드민턴,운동건강학부
0001352002,21,101,목(3)(4),배드민턴,운동건강학부
0009815001,20,205,화(4)(5),GX코칭,운동건강학부
0009815002,20,205,화(6)(7),GX코칭,운동건강학부
0010099001,ZC,102,목(3)(4),아웃도어스포츠,운동건강학부
0010099002,ZC,102,목(1)(2),아웃도어스포츠,운동건강학부
0010480001,16,311,"화(8B-9),목(8B-9)",특수집단운동처방,운동건강학부
0011082001,16,311,"화(7-8A),목(7-8A)",운동건강재무경영,운동건강학부
0011085001,16,302,수(4)(5),스포츠트레이닝론,운동건강학부
HFC6078001,20,205,월(4)(5),필라테스,운동건강학부
HFC6078002,20,205,수(4)(5),필라테스,운동건강학부
0002139001,16,302,"월(2B-3),화(5B-6)",운동심리학,운동건강학부
0002148001,16,311,목(1)(2),운동비만관리,운동건강학부
0002904001,20,110,목(4)(5),수중운동,운동건강학부
0002904002,20,110,목(4)(5),수중운동,운동건강학부
0009810001,16,320,"수(2B-3),목(7-8A)",병태생리학개론,운동건강학부
0011092001,16,320,"월(1-2A),화(2B-3)",상지운동손상평가,운동건강학부
0011093001,16,312,"월(4-5A),화(4-5A)",질환및장애별운동프로그램개발,운동건강학부
0011094001,20,211,화(8)(9),필드골프,운동건강학부
0011094002,20,211,목(8)(9),필드골프,운동건강학부
0002890001,16,302,월(야1)(야2),현장지도실습2,운동건강학부
0002890002,16,302,수(야1)(야2),현장지도실습2,운동건강학부
0010100001,21,101,수(1)(2),컨템포러리스포츠,운동건강학부
0010100002,21,101,수(3)(4),컨템포러리스포츠,운동건강학부
0010481001,16,312,"화(5B-6),목(8B-9)",스포츠빅데이터,운동건강학부
0011095001,16,403,목(야1)(야2),건강체력캡스톤디자인,운동건강학부
0011096001,16,311,월(7)(8),글로벌스포츠의이해,운동건강학부
0009062034,,,,RISE,국어교육과
0009062035,,,,RISE,국어교육과
0009062036,NC,207,화(2B-3)목(8B-9),RISE,국어교육과
0003136001,NC,211,"수(5B-6),금(7-8A)",국문학개론,국어교육과
AIA6011001,NC,211,"월(8B-9),금(4-5A)",국어학개론,국어교육과
0006747001,NC,211,월(야1-2A)(야2B-3),매체언어와인성교육,국어교육과
0003505001,NC,211,"수(4-5A),금(5B-6)",국문학사,국어교육과
0003620001,NC,211,"화(5B-6),목(2B-3)",국어논리및논술에관한교육,국어교육과
0009795001,NC,211,화(2B-3)(4-5A),국어교육을위한중세국어강독,국어교육과
0011099001,,,,미래국어교육역량개발,국어교육과
0003621001,NC,211,월(4-5A)화(8B-9),국어교과교재연구및지도법,국어교육과
0004832001,,,,국어교육현장세미나,국어교육과
0011100001,NC,207,화(야1-2A)(야2B-3),수사학과작문교육론,국어교육과
0011102001,,,,국어교육의공학적이해,국어교육과
0003507001,NC,211,"월(5B-6),화(7-8A)",문법교육론,국어교육과
0009984001,NC,211,"화(8B-9),수(7-8A)",한국어문규정교육론,국어교육과
0011103001,NC,211,"수(2B-3),목(5B-6)",다문화생태문학교육세미나,국어교육과
0003141001,NC,205,화(1)(2)(3),영어독해,영어교육과
0007801031,NC,209,수(1),자기설계세미나II,영어교육과
0002914001,NC,209,"화(5B-6),목(4-5A)",영미문화,영어교육과
0011105001,NC,305,금(3)(4)(5),시사영어I,영어교육과
0011106001,NC,209,"수(2B-3),금(1-2A)",소통과언어학,영어교육과
0011493001,NC,205,수(5)(6)(7),영어어휘지도법II,영어교육과
0003515001,NC,209,"월(4-5A),화(4-5A)",영어교육론,영어교육과
0003516001,NC,209,"화(1-2A),목(8B-9)",영어문법,영어교육과
0009799001,NC,207,목(3)(4)(5),드라마를활용한영어지도법,영어교육과
0010103001,NC,209,"화(7-8A),수(7-8A)",영어고전토론세미나,영어교육과
0003523001,NC,316,"월(5B-6),화(5B-6)",영어멀티미디어교육,영어교육과
0004959001,NC,209,월(야1)(야2)(야3),영어교육현장세미나,영어교육과
0009800001,NC,209,"수(4-5A),금(2B-3)",영어발달사이해와영어지도,영어교육과
0011490001,NC,209,"월(7-8A),수(8B-9)",영어통사론과학교영문법,영어교육과
0003640001,NC,209,"월(2B-3),화(2B-3)",영어논리및논술에관한교육,영어교육과
0011495001,NC,209,"월(5B-6),수(5B-6)",빅데이터활용과영어학습,영어교육과
0008786001,NC,209,금(4)수(2)(3),영어학세미나,영어교육과
0003144001,NC,208,수(7-8A)목(2B-3),일본어입문Ⅱ,일어교육과
0003138001,NC,210,금(2)(3)(4),일본어회화,일어교육과
0002824001,NC,208,"월(4-5A),목(5B-6)",미디어일본어,일어교육과
0003145001,NC,307,"수(4-5A),목(7-8A)",일본어한자,일어교육과
0003533001,NC,210,"월(2B-3),수(5B-6)",일본어문장의이해,일어교육과
0003535001,NC,210,수(4-5A)목(2B-3),일본어평가지도,일어교육과
0003532001,NC,210,"월(8B-9),목(7-8A)",일본문학개론,일어교육과
0003534001,NC,210,금(5B-6)(7-8A),현장일본어회화Ⅱ,일어교육과
0003655001,NC,210,화(4-5A)월(7-8A),일본어교과교재연구및지도법,일어교육과
0003656001,NC,210,"월(5)(6),목(야4)",일본어표현지도,일어교육과
0004159001,NC,210,"화(7)(8),목(6)",일본문학지도법,일어교육과
0007855001,NC,307,"수(5B-6),목(8B-9)",다문화이해와 인성교육,일어교육과
0003668001,NC,210,"수(7)(8),목(9)",일본어논리및논술에관한교육,일어교육과
0009062031,NC,115,수(1-2A)화(1-2A),RISE,수학교육과
0009062032,NC,309,"수(7-8A),금(1-2A)",RISE,수학교육과
0009062033,,,,RISE,수학교육과
XAA1359027,NC,115,"월(4),화(4),수(4)",대학수학(2),수학교육과
0003540001,NC,115,월(1-2A)화(2B-3),선형대수학2,수학교육과
0009802001,NC,316,"화(7-8A),금(5B-6)",융합교육과프로그래밍,수학교육과
0008466001,NC,115,화(8B-9)월(7-8A),확률및통계1,수학교육과
0003544001,NC,115,월(2B-3)목(2B-3),기하학일반,수학교육과
0003547001,NC,115,금(1)수(1)(2),정수론,수학교육과
0003548001,NC,115,금(2)수(4)(5),해석학응용,수학교육과
0004847001,NC,115,금(9)(야1)(야2),수학교육현장세미나,수학교육과
0003676001,NC,115,"월(5B-6),화(5B-6)",미분기하학,수학교육과
0003675001,NC,115,"월(7-8A),화(7-8A)",수학교과교재연구및지도법,수학교육과
0003677001,NC,115,"화(1-2A),목(1-2A)",위상수학2,수학교육과
0003678001,NC,115,수(5B-6)금(2B-3),현대대수학2,수학교육과
0003679001,NC,115,"화(2B-3),수(2B-3)",복소해석학2,수학교육과
0011111001,NC,115,"수(7-8A),목(2B-3)",기계학습을위한수학,수학교육과
0003685001,NC,115,금(3)(4)수(3),해석학교육,수학교육과
0003150001,19,109,"월(9),화(5)(6)",체육교사론,체육교육과
0007801043,19,109,월(8),자기설계세미나II,체육교육과
HE06145001,NC,208,수(3)(5)화(1),해부생리학,체육교육과
0003155001,21,101,금(3)(4),육상교수법2,체육교육과
0003156001,20,110,금(7)(8),수영교수법2,체육교육과
0003157001,21,101,월(야1)(야2),체조교수법2,체육교육과
0003694001,20,105,화(2)(3),무용교육,체육교육과
0011117001,20,211,월(6)(7),골프교수법,체육교육과
HBA6029001,15,113,목(1-2A)(2B-3),체육측정평가,체육교육과
