호관,호관명,건물코드,층수,호수,강의실명
8,공과대학,SI,3,343,교수연구실
8,공과대학,SI,3,344,교수연구실
8,공과대학,SI,3,345,교수연구실
8,공과대학,SI,3,346,교수연구실
8,공과대학,SI,3,347,재난안전 및 수자원관리 연구실
8,공과대학,SI,3,348,연소 및 화재안전실험실
8,공과대학,SI,3,349,인간공학연구실
8,공과대학,SI,3,350,구조안전실험실
8,공과대학,SI,3,351,교수연구실
8,공과대학,SI,3,352,교수연구실
8,공과대학,SI,3,353,교수연구실
8,공과대학,SI,3,354,교수연구실
8,공과대학,SI,3,355,교수연구실
8,공과대학,SI,3,356,교수연구실
8,공과대학,SI,3,357,교수연구실
8,공과대학,SI,3,358,교수연구실
8,공과대학,SI,3,359,재료및소자이론
8,공과대학,SI,3,360,지능형시스템설계실습실
8,공과대학,SI,3,361,무선및마이크로파통신연구실험실
8,공과대학,SI,3,362,바이오전자공학연구실험실
8,공과대학,SI,3,363,교수연구실
8,공과대학,SI,3,364,교수연구실
8,공과대학,SI,3,365,교수연구실
8,공과대학,SI,3,366,교수연구실
8,공과대학,SI,3,367,교수연구실
8,공과대학,SI,3,368,교수연구실
8,공과대학,SI,3,369,교수연구실
8,공과대학,SI,3,370,교수연구실
8,공과대학,SI,3,371,나노재료연구실
8,공과대학,SI,3,372,전산재료과학연구실
8,공과대학,SI,3,373,나노재료실험실3
8,공과대학,SI,3,374,세라믹실험실
8,공과대학,SI,3,375,교수연구실
8,공과대학,SI,3,376,교수연구실
8,공과대학,SI,3,377,교수연구실
8,공과대학,SI,3,378,교수연구실
8,공과대학,SI,3,380,나노재료실험실2
8,공과대학,SI,3,381,전자패키지실험실
8,공과대학,SI,3,382,나노재료실험실1
8,공과대학,SI,3,383,전산실습실
8,공과대학,SI,3,384,학과학생회실-1
8,공과대학,SI,3,385,강의실(소)-1
8,공과대학,SI,3,386,강의실(중)-1
8,공과대학,SI,4,401,컴퓨터실습실
8,공과대학,SI,4,402,빅데이터 분석실
8,공과대학,SI,4,403,학과사무실
8,공과대학,SI,4,404,세미나실
8,공과대학,SI,4,405,물류시스템연구실
8,공과대학,SI,4,406,제품시스템공학연구실
8,공과대학,SI,4,407,노동과학연구실
8,공과대학,SI,4,408,데이터사이언스연구실
8,공과대학,SI,4,410,나노전자및기능성박막
8,공과대학,SI,4,411,학생연구활동실
8,공과대학,SI,4,412,심화프로젝트실습실
8,공과대학,SI,4,413,컴퓨터및소프트웨어실습실
8,공과대학,SI,4,414,단대학생회실
8,공과대학,SI,4,416,강의실(소)-5
8,공과대학,SI,4,417,학과학생회실-2
8,공과대학,SI,4,418,융합다차원소자연구실험실
8,공과대학,SI,4,419,캡스턴디자인실습실1
8,공과대학,SI,4,420,통신및네트워크실습실
8,공과대학,SI,4,421,안테나및단말기실험실-예외신청
8,공과대학,SI,4,421A,안테나및단말기실험실
8,공과대학,SI,4,422,안전보건연구원
8,공과대학,SI,4,423,산업지능연구실
8,공과대학,SI,4,424,기계시스템거동특성시물레이션실험실
8,공과대학,SI,4,425,집적회로 및 시스템연구실
8,공과대학,SI,4,426,사용자가치연구실
8,공과대학,SI,4,427,국책연구사업공동사업공간
8,공과대학,SI,4,429,나노전기소자 및 센서 연구실
8,공과대학,SI,4,430,아날로그RF전력회로연구실
8,공과대학,SI,4,431,전기환경실험실
8,공과대학,SI,4,432,무인지능시스템제어연구실
8,공과대학,SI,4,433,강의실(중)-5
8,공과대학,SI,4,434,강의실(중)-6
8,공과대학,SI,4,435,학생회실
8,공과대학,SI,4,436,차세대 태양전지 연구실
8,공과대학,SI,4,437,전력변환시스템연구실
8,공과대학,SI,4,438,강의실
8,공과대학,SI,4,439,에너지메카트로닉스연구실
8,공과대학,SI,4,441,교수연구실
8,공과대학,SI,4,442,교수연구실
8,공과대학,SI,4,443,교수연구실
8,공과대학,SI,4,444,교수연구실
8,공과대학,SI,4,445,하천해안연구실
8,공과대학,SI,4,446,환경오염제어실험실
8,공과대학,SI,4,447,첨단 레이저 가공시스템 실험실
8,공과대학,SI,4,448,첨단레이저실험실-2
8,공과대학,SI,4,449,교수연구실
8,공과대학,SI,4,450,교수연구실
8,공과대학,SI,4,451,교수연구실
8,공과대학,SI,4,452,교수연구실
8,공과대학,SI,4,453,교수연구실
8,공과대학,SI,4,454,교수연구실
8,공과대학,SI,4,455,교수연구실
8,공과대학,SI,4,456,교수연구실
8,공과대학,SI,4,457,WIT연구실험실
8,공과대학,SI,4,458,플라즈마연구실험실
8,공과대학,SI,4,459,집적회로연구실험실
8,공과대학,SI,4,460,지능제어연구실험실
8,공과대학,SI,4,461,교수연구실
8,공과대학,SI,4,462,교수연구실
8,공과대학,SI,4,463,교수연구실
8,공과대학,SI,4,464,교수연구실
8,공과대학,SI,4,465,교수연구실
8,공과대학,SI,4,466,교수연구실
8,공과대학,SI,4,467,교수연구실
8,공과대학,SI,4,468,교수연구실
8,공과대학,SI,4,469,통계 학습 및 위험분석 연구실
8,공과대학,SI,4,470,스마트팩토리 연구실
8,공과대학,SI,4,471,생산 및 공급망 혁신연구실
8,공과대학,SI,4,472,인공지능운영최적화 연구실
8,공과대학,SI,4,473,교수연구실
8,공과대학,SI,4,474,교수연구실
8,공과대학,SI,4,475,교수연구실
8,공과대학,SI,4,476,교수연구실
8,공과대학,SI,4,478,비즈니스솔루션실습실
8,공과대학,SI,4,479,산경 컨퍼런스룸
8,공과대학,SI,4,480,캡스톤디자인실
8,공과대학,SI,4,481,학생학생회실(주간)
8,공과대학,SI,4,482,강의실(소)-4
8,공과대학,SI,4,483,강의실(중)-4
8,공과대학,SI,5,501,학과학생회실 (야간)
8,공과대학,SI,5,502,강의실(소)-7
8,공과대학,SI,5,503,강의실(중)-6
8,공과대학,SI,5,504,연소공학실험실
8,공과대학,SI,5,505,열공학실험실
8,공과대학,SI,5,506,학과사무실
8,공과대학,SI,5,506A,학과회의실
8,공과대학,SI,5,507,대학원 세미나실
8,공과대학,SI,5,508,신재생에너지운영연구실
8,공과대학,SI,5,509,연구용실험실
8,공과대학,SI,5,510,연구용실험실
8,공과대학,SI,5,511A,기계공학과 실험실-2
8,공과대학,SI,5,511B,기계공학과 공동대학원연구실
8,공과대학,SI,5,513,공학대학원 원우회실
8,공과대학,SI,5,514,학장실
8,공과대학,SI,5,515,세미나실(대)
8,공과대학,SI,5,516,캡스턴디자인실습실2
8,공과대학,SI,5,517,캡스턴디자인실습실3
8,공과대학,SI,5,518,강의실(대)-계단식
8,공과대학,SI,5,519,공과대학 강사대기실
8,공과대학,SI,5,520,기초설계실습실
8,공과대학,SI,5,521,교학실
8,공과대학,SI,5,522,공학교육혁신센터
8,공과대학,SI,5,523,금속재료분석연구실
8,공과대학,SI,5,524,디지털미디어실습실
8,공과대학,SI,5,525,전산역학재료연구실
8,공과대학,SI,5,525A,전산역학재료연구실
8,공과대학,SI,5,526,스마트마이크로그리드연구실험실
8,공과대학,SI,5,527,영상인식연구실험실
8,공과대학,SI,5,528,SVC연구실험실
8,공과대학,SI,5,529,세미나실(소)-6
8,공과대학,SI,5,530,에너지화공심화실험실
8,공과대학,SI,5,531,디지털 제조 및 설계 연구실
8,공과대학,SI,5,532,정보및신호처리연구실
8,공과대학,SI,5,533,교수연구실
8,공과대학,SI,5,534,강의실(중)-7
8,공과대학,SI,5,535,강의실
8,공과대학,SI,5,539,강의실
8,공과대학,SI,5,540,학생회실
8,공과대학,SI,5,541,학생회실
8,공과대학,SI,5,542,학과사무실
8,공과대학,SI,5,543,에너지화공기초실험실
8,공과대학,SI,5,545,신재생에너지생산연구실
8,공과대학,SI,5,546,교수연구실
8,공과대학,SI,5,547,교수연구실
8,공과대학,SI,5,548,유-무기혼성나노물질 연구실
8,공과대학,SI,5,549,유기광전자연구실
8,공과대학,SI,5,550,에너지환경촉매연구실
8,공과대학,SI,5,551,뇌인지연구실험실
8,공과대학,SI,5,552,공학교육혁신센터장실
8,공과대학,SI,5,553,교수연구실
8,공과대학,SI,5,554,교수연구실
8,공과대학,SI,5,555,교수연구실
8,공과대학,SI,5,556,교수연구실
8,공과대학,SI,5,557,교수연구실
8,공과대학,SI,5,558,교수연구실
8,공과대학,SI,5,559,교수연구실
8,공과대학,SI,5,560,광전자연구실험실
8,공과대학,SI,5,561,SoC연구실험실
8,공과대학,SI,5,563,SFS연구실험실
8,공과대학,SI,5,564,교수연구실
8,공과대학,SI,5,565,교수연구실
8,공과대학,SI,5,566,교수연구실
8,공과대학,SI,5,567,교수연구실
8,공과대학,SI,5,568,교수연구실
8,공과대학,SI,5,569,교수연구실
8,공과대학,SI,5,570,교수연구실
8,공과대학,SI,5,571,교수연구실
8,공과대학,SI,5,572,에너지변환및저장실험실
8,공과대학,SI,5,574,이차전지연구실
8,공과대학,SI,5,575,전기화학에너지/디바이스연구실
8,공과대학,SI,5,576,교수연구실
8,공과대학,SI,5,577,교수연구실
8,공과대학,SI,5,578,공학기술연구소
8,공과대학,SI,5,580,생산혁신실험실
8,공과대학,SI,5,581,e-러닝 스튜디오
8,공과대학,SI,5,582,서버실
8,공과대학,SI,5,583,인간공학실험실
9,공동실험실습관,SJ,1,101,경비실
9,공동실험실습관,SJ,1,102,창고
9,공동실험실습관,SJ,1,103,실험실습실
9,공동실험실습관,SJ,1,104A,실험실
9,공동실험실습관,SJ,1,104B,기계전자실
9,공동실험실습관,SJ,1,105,첨단나노열전달실험실
9,공동실험실습관,SJ,1,105A,AHNLAB
9,공동실험실습관,SJ,1,106,연구용실험실
9,공동실험실습관,SJ,1,107A,전력및신재생에너지실험실
9,공동실험실습관,SJ,1,107B,전력및신재생에너지실험실
9,공동실험실습관,SJ,1,108,실험실습실
9,공동실험실습관,SJ,1,109,풍동실험실
9,공동실험실습관,SJ,1,111,토목준비실
9,공동실험실습관,SJ,1,112,UTM 조정실
9,공동실험실습관,SJ,1,114,구조모형실험실
9,공동실험실습관,SJ,1,115,양생실/항습실
9,공동실험실습관,SJ,1,116,건축자재보관실
9,공동실험실습관,SJ,1,117,공작실습실
9,공동실험실습관,SJ,1,117A,유체기계실험실
9,공동실험실습관,SJ,1,117B,응용제어실험실
9,공동실험실습관,SJ,1,117C,생체기계연구실-2
9,공동실험실습관,SJ,1,117D,로봇제어사이버네틱스 연구실
9,공동실험실습관,SJ,1,119,건축준비실
9,공동실험실습관,SJ,1,120,기계준비실
9,공동실험실습관,SJ,1,121,신소재 재료준비실
9,공동실험실습관,SJ,1,123,토질실습실
9,공동실험실습관,SJ,1,124,삼축압축실험실
9,공동실험실습관,SJ,1,125,재료실험실
9,공동실험실습관,SJ,1,126,수리실험실습실
9,공동실험실습관,SJ,1,126A,수리실험실습실
9,공동실험실습관,SJ,2,202,통합행정실2
9,공동실험실습관,SJ,2,203,기계전자실
9,공동실험실습관,SJ,2,204,멀티스케일아키텍쳐링연구실
9,공동실험실습관,SJ,2,204A,다이나모실험실
9,공동실험실습관,SJ,2,205,멀티스케일아키텍쳐링연구실-2
9,공동실험실습관,SJ,2,207,실험실습실
9,공동실험실습관,SJ,2,210,기계공학과 실험실-1
9,공동실험실습관,SJ,2,211,시공 및 재료실험실
9,공동실험실습관,SJ,2,212,도시건축연구실
9,공동실험실습관,SJ,2,213,크린룸
9,공동실험실습관,SJ,2,214,해양오믹스 연구실
9,공동실험실습관,SJ,2,214-1,해양환경분자독성학실험실
9,공동실험실습관,SJ,2,218,자동화사육실
9,공동실험실습관,SJ,2,219,공동기기원
9,공동실험실습관,SJ,2,220,NMR실
9,공동실험실습관,SJ,2,221,XRD실
9,공동실험실습관,SJ,2,222,SEM실
9,공동실험실습관,SJ,2,223,RAMAN실
9,공동실험실습관,SJ,2,224,강의실
9,공동실험실습관,SJ,2,225,전산실습실
9,공동실험실습관,SJ,2,226,강의실
9,공동실험실습관,SJ,2,227,도시과학연구원
9,공동실험실습관,SJ,2,228,창업동아리실
9,공동실험실습관,SJ,2,229,멀티스케일 자연모사시스템 연구실
9,공동실험실습관,SJ,2,230,메카트로닉스실험실
9,공동실험실습관,SJ,2,231,차세대전장시스템연구실
9,공동실험실습관,SJ,3,302,해양환경생물학연구실
9,공동실험실습관,SJ,3,303,전기재료실험실
9,공동실험실습관,SJ,3,304,공기흐름실험실
9,공동실험실습관,SJ,3,305,열분석실험실
9,공동실험실습관,SJ,3,305A,연구용실험실
9,공동실험실습관,SJ,3,306,발전기금 예우사무실
9,공동실험실습관,SJ,3,307,교수연구실
9,공동실험실습관,SJ,3,308,스마트구조및재료연구실
9,공동실험실습관,SJ,3,309,교수연구실
9,공동실험실습관,SJ,3,310,교수연구실
9,공동실험실습관,SJ,3,311,글쓰기 지원센터
9,공동실험실습관,SJ,3,312,현장맞춤형 실전문제연구단
9,공동실험실습관,SJ,3,313,교수연구실
9,공동실험실습관,SJ,3,314,교수연구실
9,공동실험실습관,SJ,3,315,교수연구실
9,공동실험실습관,SJ,3,316,교수연구실
9,공동실험실습관,SJ,3,317,교수연구실
9,공동실험실습관,SJ,3,318,교수연구실
9,공동실험실습관,SJ,3,319,교수연구실
9,공동실험실습관,SJ,3,320,교수연구실
9,공동실험실습관,SJ,3,321,교수연구실
9,공동실험실습관,SJ,3,322,교수연구실
9,공동실험실습관,SJ,3,323,교수연구실
9,공동실험실습관,SJ,4,401,연구용실험실
9,공동실험실습관,SJ,4,403,해양과학실험실Ⅱ
9,공동실험실습관,SJ,4,404,계산과학연구실
9,공동실험실습관,SJ,4,406,경영혁신원
9,공동실험실습관,SJ,4,407,교수연구실
9,공동실험실습관,SJ,4,408,교수연구실
9,공동실험실습관,SJ,4,409,교수연구실
9,공동실험실습관,SJ,4,410,교수연구실
9,공동실험실습관,SJ,4,411,교수연구실
9,공동실험실습관,SJ,4,412,교수연구실
9,공동실험실습관,SJ,4,413,교수연구실
9,공동실험실습관,SJ,4,414,교수연구실
9,공동실험실습관,SJ,4,415,교수연구실
9,공동실험실습관,SJ,4,416,교수연구실
9,공동실험실습관,SJ,4,417,교수연구실
9,공동실험실습관,SJ,4,418,교수연구실
9,공동실험실습관,SJ,4,419,교수연구실
9,공동실험실습관,SJ,4,420,교수연구실
9,공동실험실습관,SJ,4,421,교수연구실
9,공동실험실습관,SJ,4,422,교수연구실
9,공동실험실습관,SJ,4,423,교수연구실
9,공동실험실습관,SJ,5,501,친환경건축설비실험실
9,공동실험실습관,SJ,5,502,교수연구실
9,공동실험실습관,SJ,5,503,BK21플러스 교학행정실
9,공동실험실습관,SJ,5,504,기초과학연구소
9,공동실험실습관,SJ,5,505,기초과학연구소
9,공동실험실습관,SJ,5,506,창업동아리
9,공동실험실습관,SJ,5,507,창업동아리
9,공동실험실습관,SJ,5,508,창업동아리
12,컨벤션센터,SM,1,101,용정강의실
12,컨벤션센터,SM,1,102,준비실-3
12,컨벤션센터,SM,1,103,계단강의실(대)-2
12,컨벤션센터,SM,1,104,준비실-2
12,컨벤션센터,SM,1,105,하곡강의실
12,컨벤션센터,SM,1,106,준비실-1
12,컨벤션센터,SM,1,107,강의실
12,컨벤션센터,SM,1,108,계단강의실(소)-1
12,컨벤션센터,SM,1,109,초빙교수실
12,컨벤션센터,SM,1,110,초빙교수실
12,컨벤션센터,SM,1,111,초빙교수실
12,컨벤션센터,SM,2,201,기초교육팀사무실
12,컨벤션센터,SM,2,202,초빙교수실
12,컨벤션센터,SM,2,203,계단강의실(소)
12,컨벤션센터,SM,2,204,초빙교수실
12,컨벤션센터,SM,2,205,강의실(소)-2
12,컨벤션센터,SM,2,206,초빙교수실
12,컨벤션센터,SM,2,207,원장실
12,컨벤션센터,SM,2,208,기초교육원
12,컨벤션센터,SM,2,209,부속실
12,컨벤션센터,SM,3,301,토론식강의실1
12,컨벤션센터,SM,3,302,스마트강의실1
12,컨벤션센터,SM,3,303,계단강의실(소)
12,컨벤션센터,SM,3,304,토론식강의실2
12,컨벤션센터,SM,3,305,스마트강의실2
12,컨벤션센터,SM,3,306,음악실(피아노)1
12,컨벤션센터,SM,3,307,음악실(기타)2
12,컨벤션센터,SM,4,401,영어랩실
12,컨벤션센터,SM,4,402,영어랩실
12,컨벤션센터,SM,4,403,계단강의실(소)
12,컨벤션센터,SM,4,404,영어랩실
12,컨벤션센터,SM,4,405,영어랩실
12,컨벤션센터,SM,4,406,강의실(소)-3
12,컨벤션센터,SM,4,407,강의실(소)-4
12,컨벤션센터,SM,5,501,강의실(소)-6
12,컨벤션센터,SM,5,502,강의실(소)-5
12,컨벤션센터,SM,5,503,계단강의실(소)
12,컨벤션센터,SM,5,504,강의실(소)-1
12,컨벤션센터,SM,5,505,강의실(소)-2
12,컨벤션센터,SM,5,506,강의실(소)-3
12,컨벤션센터,SM,5,507,강의실(소)-4
13,사회과학&법학부&글로벌정경대학,SN,1,101,강의실(소)-1
13,사회과학&법학부&글로벌정경대학,SN,1,102,강의실(소)-2
13,사회과학&법학부&글로벌정경대학,SN,1,103,강의실(소)-3
13,사회과학&법학부&글로벌정경대학,SN,1,104,강의실(소)-4
13,사회과학&법학부&글로벌정경대학,SN,1,105,단과대학생회실
13,사회과학&법학부&글로벌정경대학,SN,1,106,강의실(소)-5
13,사회과학&법학부&글로벌정경대학,SN,1,107,강의실(소)-6
13,사회과학&법학부&글로벌정경대학,SN,1,108,학과학생회실-5
13,사회과학&법학부&글로벌정경대학,SN,1,109,학과학생회실
13,사회과학&법학부&글로벌정경대학,SN,1,110,학과학생회실-3
13,사회과학&법학부&글로벌정경대학,SN,1,111,학과학생회실-2
13,사회과학&법학부&글로벌정경대학,SN,1,112,학과학생회실-1
13,사회과학&법학부&글로벌정경대학,SN,1,113,학과학생회실
13,사회과학&법학부&글로벌정경대학,SN,1,114,컴퓨터실-1
13,사회과학&법학부&글로벌정경대학,SN,1,116,수위실
13,사회과학&법학부&글로벌정경대학,SN,1,117,열람실
13,사회과학&법학부&글로벌정경대학,SN,1,118,학과학생회실
13,사회과학&법학부&글로벌정경대학,SN,1,119,단과대학생회실
13,사회과학&법학부&글로벌정경대학,SN,1,120,강사대기실
13,사회과학&법학부&글로벌정경대학,SN,1,121,매점
13,사회과학&법학부&글로벌정경대학,SN,2,202,정책대학원석사과정원우회실
13,사회과학&법학부&글로벌정경대학,SN,2,203,정책대학원 세미나실
13,사회과학&법학부&글로벌정경대학,SN,2,204,강의실(소)
13,사회과학&법학부&글로벌정경대학,SN,2,205,강의실(소)
13,사회과학&법학부&글로벌정경대학,SN,2,206,강의실(소)
13,사회과학&법학부&글로벌정경대학,SN,2,207,강의실(소)
13,사회과학&법학부&글로벌정경대학,SN,2,208,강의실(소)
13,사회과학&법학부&글로벌정경대학,SN,2,209,컴퓨터실
13,사회과학&법학부&글로벌정경대학,SN,2,210,정책대학원 최고관리자과정 원우회실
13,사회과학&법학부&글로벌정경대학,SN,2,211,학장실
13,사회과학&법학부&글로벌정경대학,SN,2,211A,사회과학연구원
13,사회과학&법학부&글로벌정경대학,SN,2,212,교학실 및 교학행정실
13,사회과학&법학부&글로벌정경대학,SN,2,213,세미나실
13,사회과학&법학부&글로벌정경대학,SN,2,214,강사휴게실
13,사회과학&법학부&글로벌정경대학,SN,2,215,학과사무실
13,사회과학&법학부&글로벌정경대학,SN,2,216,여학생휴게실
13,사회과학&법학부&글로벌정경대학,SN,2,217,강의실(소)
13,사회과학&법학부&글로벌정경대학,SN,2,218,모의법정
13,사회과학&법학부&글로벌정경대학,SN,3,302,학과사무실
13,사회과학&법학부&글로벌정경대학,SN,3,303,세미나실
13,사회과학&법학부&글로벌정경대학,SN,3,304,공동세미나실
13,사회과학&법학부&글로벌정경대학,SN,3,305,연구용실험실-3
13,사회과학&법학부&글로벌정경대학,SN,3,306,학과사무실
13,사회과학&법학부&글로벌정경대학,SN,3,307,과세미나실-2
13,사회과학&법학부&글로벌정경대학,SN,3,308,실습실-1
13,사회과학&법학부&글로벌정경대학,SN,3,309,실습실-2
13,사회과학&법학부&글로벌정경대학,SN,3,310,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,3,311,사회과학연구원
13,사회과학&법학부&글로벌정경대학,SN,3,312,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,3,313,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,3,314,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,3,315,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,3,316,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,3,317,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,3,318,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,3,319,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,3,320,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,3,321,세미나실
13,사회과학&법학부&글로벌정경대학,SN,3,322,강의실(소)
13,사회과학&법학부&글로벌정경대학,SN,4,402,학과사무실
13,사회과학&법학부&글로벌정경대학,SN,4,403,세미나실-1
13,사회과학&법학부&글로벌정경대학,SN,4,404,연구용실험실-1
13,사회과학&법학부&글로벌정경대학,SN,4,405,연구용실험실-2
13,사회과학&법학부&글로벌정경대학,SN,4,406,세미나실-2
13,사회과학&법학부&글로벌정경대학,SN,4,407,학과사무실
13,사회과학&법학부&글로벌정경대학,SN,4,408,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,4,409,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,4,410,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,4,411,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,4,412,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,4,413,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,4,414,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,4,415,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,4,416,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,4,417,초빙교수실
13,사회과학&법학부&글로벌정경대학,SN,4,418,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,4,419,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,4,420,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,4,421,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,4,422,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,4,423,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,4,424,학과사무실
13,사회과학&법학부&글로벌정경대학,SN,4,425,교학실
13,사회과학&법학부&글로벌정경대학,SN,4,426,학술자료실
13,사회과학&법학부&글로벌정경대학,SN,4,427,교수회의실
13,사회과학&법학부&글로벌정경대학,SN,4,428,법학연구소
13,사회과학&법학부&글로벌정경대학,SN,4,429,대학원 연구실
13,사회과학&법학부&글로벌정경대학,SN,5,502,학과사무실
13,사회과학&법학부&글로벌정경대학,SN,5,503,세미나실
13,사회과학&법학부&글로벌정경대학,SN,5,504,연구용실험실
13,사회과학&법학부&글로벌정경대학,SN,5,505,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,506,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,507,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,508,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,509,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,510,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,511,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,512,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,513,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,514,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,515,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,516,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,517,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,518,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,519,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,520,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,521,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,522,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,523,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,524,교수연구실
13,사회과학&법학부&글로벌정경대학,SN,5,525,고시반 열람실
13,사회과학&법학부&글로벌정경대학,SN,5,526,고시반 열람실
13,사회과학&법학부&글로벌정경대학,SN,5,527,세미나실-9
14,경영&동북아국제통상물류학부,SO,1,101,경영학부 학생회실
14,경영&동북아국제통상물류학부,SO,1,102,강의실(소)-1
14,경영&동북아국제통상물류학부,SO,1,103,강의실(소)-2
14,경영&동북아국제통상물류학부,SO,1,104,강의실(물류대학원)
14,경영&동북아국제통상물류학부,SO,1,105,강의실
14,경영&동북아국제통상물류학부,SO,1,106,단과대학생회실
14,경영&동북아국제통상물류학부,SO,1,107,학부학생회실(주)
14,경영&동북아국제통상물류학부,SO,1,108,학부학생회실(야)
14,경영&동북아국제통상물류학부,SO,1,109,학생회실
14,경영&동북아국제통상물류학부,SO,1,110,경비실
14,경영&동북아국제통상물류학부,SO,1,111,학과학생회실(야)
14,경영&동북아국제통상물류학부,SO,1,112,학과학생회실(주)
14,경영&동북아국제통상물류학부,SO,1,113,단과대학 학생회실
14,경영&동북아국제통상물류학부,SO,1,114,강의실
14,경영&동북아국제통상물류학부,SO,1,115,LAB실(강의실)
14,경영&동북아국제통상물류학부,SO,1,116,자료실
14,경영&동북아국제통상물류학부,SO,1,117,컴퓨터실-1(컴퓨터실)
14,경영&동북아국제통상물류학부,SO,1,118,서버실
14,경영&동북아국제통상물류학부,SO,1,119,학부학생회실
14,경영&동북아국제통상물류학부,SO,1,120,동북아통상자료실
14,경영&동북아국제통상물류학부,SO,2,201,컴퓨터실
14,경영&동북아국제통상물류학부,SO,2,202,멀티미디어실습실
14,경영&동북아국제통상물류학부,SO,2,203,강의실(중)-5(경영대학원)
14,경영&동북아국제통상물류학부,SO,2,204,세미나실-2
14,경영&동북아국제통상물류학부,SO,2,205,세미나실-3
14,경영&동북아국제통상물류학부,SO,2,206,여학생휴게실
14,경영&동북아국제통상물류학부,SO,2,208,학부사무실
14,경영&동북아국제통상물류학부,SO,2,209,강의실(소)-9
14,경영&동북아국제통상물류학부,SO,2,210,교수연구실
14,경영&동북아국제통상물류학부,SO,2,211,교수연구실
14,경영&동북아국제통상물류학부,SO,2,212,교수연구실
14,경영&동북아국제통상물류학부,SO,2,213,교수연구실
14,경영&동북아국제통상물류학부,SO,2,214,교수연구실
14,경영&동북아국제통상물류학부,SO,2,215,교수연구실
14,경영&동북아국제통상물류학부,SO,2,216,교수연구실
14,경영&동북아국제통상물류학부,SO,2,217,교수연구실
14,경영&동북아국제통상물류학부,SO,2,218,강의실
14,경영&동북아국제통상물류학부,SO,2,219,강의실
14,경영&동북아국제통상물류학부,SO,2,220,강의실
14,경영&동북아국제통상물류학부,SO,2,221,학부학생회실
14,경영&동북아국제통상물류학부,SO,2,222,교수연구실
14,경영&동북아국제통상물류학부,SO,2,224,강의실
14,경영&동북아국제통상물류학부,SO,2,225,교수연구실
14,경영&동북아국제통상물류학부,SO,2,226,초빙교수실
14,경영&동북아국제통상물류학부,SO,2,227,초빙교수실
14,경영&동북아국제통상물류학부,SO,3,301,강사대기실
14,경영&동북아국제통상물류학부,SO,3,302,교수연구실
14,경영&동북아국제통상물류학부,SO,3,303,교수연구실
14,경영&동북아국제통상물류학부,SO,3,304,교수연구실
14,경영&동북아국제통상물류학부,SO,3,305,교수연구실
14,경영&동북아국제통상물류학부,SO,3,306,교수연구실
14,경영&동북아국제통상물류학부,SO,3,307,학과사무실
14,경영&동북아국제통상물류학부,SO,3,308,대학원연구실
14,경영&동북아국제통상물류학부,SO,3,309,컴퓨터실
14,경영&동북아국제통상물류학부,SO,3,311,과사무실-1
14,경영&동북아국제통상물류학부,SO,3,312,강의실(소)-10
